name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Baleno Sigma 1.2,2015,25000,10000,Petrol,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2019,21250,19600,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2005,4000,40000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2011,5300,50000,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009,9000,46730,Petrol,Individual,Manual,First Owner
Datsun GO A,2015,12500,40000,Petrol,Individual,Manual,Second Owner
Skoda Yeti Ambition 4WD,2011,17500,80000,Diesel,Individual,Manual,First Owner
Maruti Zen LXi BSII,2002,3000,80000,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,45000,24000,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2017,35000,21170,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Sport,2013,100000,167223,Diesel,Dealer,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,2017,50000,40000,Diesel,Individual,Manual,First Owner
BMW X1 sDrive 20d Exclusive,2011,68750,60000,Diesel,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT,2016,90000,141440,Diesel,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,8000,120000,Diesel,Individual,Manual,Third Owner
Mitsubishi Outlander 2.4,2012,26250,140000,Petrol,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,42500,212814,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2019,40000,30000,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017,35000,88635,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2018,40000,25000,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017,28750,20000,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2012,17500,110000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2008,12500,120000,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium 4X2,2011,30000,149674,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2007,18500,100000,Diesel,Individual,Manual,Third Owner
Maruti Baleno Vxi,2006,4000,120000,Petrol,Individual,Manual,Third Owner
Tata Indica DLX,2003,2500,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018,45000,25000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014,15000,35000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2002,6250,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015,24500,60000,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,2012,15000,50000,Diesel,Individual,Manual,Second Owner
Tata Nano STD,2013,2750,25000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 Sportz,2016,17500,25000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019,37750,8000,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2017,36000,60000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2006,11499.95,200000,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio S7 140 BSIV,2018,55000,20000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2013,20000,100000,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,17500,70000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2012,7950,68000,Diesel,Dealer,Manual,First Owner
Maruti Swift ZXi BSIV,2017,27500,38000,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,2013,16750,80000,Diesel,Dealer,Manual,First Owner
Tata Indigo CS Emax CNG GLX,2014,9250,72000,CNG,Dealer,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,11499.95,75000,CNG,Dealer,Manual,First Owner
Maruti Estilo LXI,2014,11250,43000,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI with ABS,2007,12500,120000,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 XM,2015,20000,100000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,23500,163000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,2018,15000,25000,Petrol,Individual,Automatic,First Owner
Maruti Alto LX,2011,7250,25000,Petrol,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,2007,5000,90000,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2014,25000,70000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS CNG,2010,6500,98000,CNG,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2010,12000,81925,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013,7500,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,2017,13500,40000,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014,20000,90000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2012,10000,46000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2012,27500,80000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018,16250,35000,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2017,43000,82080,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012,30000,200000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2009,6250,70000,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2000,3000,40000,Petrol,Individual,Manual,Third Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,15000,120000,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 ZXi Duratec,2007,9500,60000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2013,20000,110000,Diesel,Individual,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2011,13000,97000,Diesel,Individual,Manual,Second Owner
Maruti Swift VVT VXI,2017,20000,30000,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz Petrol,2010,12500,40000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2019,30000,10000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010,8750,52047,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,22500,200000,Diesel,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZA,2019,17500,15000,Petrol,Individual,Automatic,Second Owner
Maruti Vitara Brezza ZDi,2018,40000,50000,Diesel,Individual,Manual,First Owner
Maruti Swift VXI BSIII,2011,12500,70000,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI BSIV,2019,30000,10000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2017,30000,90000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,6500,40000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2006,4500,62009,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,2017,29750,33100,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2014,9500,40000,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,1999,2500,120000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007,4750,80000,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,2016,50000,70000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,2006,11000,220000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,2010,20000,50000,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,2015,15750,45000,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,2014,50000,110000,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,25000,49000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,2018,80000,35000,Diesel,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,2017,25000,160000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007,3500,180000,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2007,5250,60000,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,2008,20000,110000,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,2004,4000,60000,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,2016,15000,30000,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,2017,20499.95,40000,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,2009,12500,70000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,12500,120000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2012,10750,80000,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,2015,70000,120000,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,23750,20000,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018,23750,22000,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2008,3750,35000,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,2013,10000,120000,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,2019,28750,8000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011,7500,40000,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,2018,42500,10000,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,2019,17500,30000,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2011,27500,54000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,2017,16500,80577,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,2017,52249.95,25000,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011,15000,127500,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2015,11750,40903,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,2011,6000,60000,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,2004,6500,46000,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,2004,13750,22288,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,2011,13500,180000,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2015,25000,30000,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2015,20000,61690,Petrol,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,2015,30000,64484,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,2012,67500,90000,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,2013,20000,75976,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2011,11000,70000,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,2012,15000,85962,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2018,12500,120000,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2015,30000,120000,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,2012,14250,75000,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,2009,17500,57035,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,2011,8500,70000,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,2015,11499.95,45000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013,25000,72104,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,2011,3750,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,2016,30000,30000,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,2011,11000,80000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009,7500,164000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006,3250,124439,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,2006,6000,77000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2014,12000,90000,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017,19500,30000,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2012,9000,50000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,16000,80000,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2018,15500,5000,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,2018,21000,24000,Petrol,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,2019,27500,10000,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016,27500,78000,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,2018,38000,50000,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,2001,2150,100000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2018,12500,20000,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,2019,25000,1250,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015,19000,17152,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,2019,92500,5000,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,17500,77000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008,9750,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,2011,11250,80000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,56250,65000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011,6650,80000,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2013,10000,24005,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2018,47000,20000,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2014,20000,120000,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2009,6000,120000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2015,31250,80000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005,5500,80000,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012,24500,100000,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2009,7000,120000,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011,8750,149000,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,2005,4500,65000,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,2009,13750,100000,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011,15000,65000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,2018,13500,19000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010,6500,80000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2015,13750,30000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,17600,109000,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,2012,9000,90000,LPG,Individual,Manual,First Owner
Maruti Alto LX,2012,7500,90000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011,15000,65000,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,15000,110000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero DI DX 7 Seater,2007,11250,120000,Diesel,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2014,30000,44000,Diesel,Individual,Manual,First Owner
Maruti Ertiga BSIV ZXI,2015,25000,80000,Petrol,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,2018,45000,5000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016,30000,61000,Petrol,Individual,Manual,First Owner
Toyota Etios VD,2011,22500,100000,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era 1.1,2009,13500,27633,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010,15500,100000,Diesel,Individual,Manual,Third Owner
Hyundai Santro Xing GLS Audio LPG,2012,12500,100000,LPG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,2019,35000,12586,Petrol,Dealer,Manual,First Owner
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,32500,38083,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel ZXI,2012,20000,55328,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2012,21250,81632,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2016,30000,155201,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,30000,93283,Diesel,Dealer,Manual,First Owner
Maruti Swift Ldi BSIII,2009,15000,217871,Diesel,Dealer,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,22500,90165,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014,37500,101504,Diesel,Dealer,Manual,First Owner
Ford Figo Titanium Diesel BSIV,2010,16250,86017,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W8 2WD,2013,45000,85036,Diesel,Dealer,Manual,Second Owner
Ford Ikon 1.3L Rocam Flair,2006,9000,91086,Petrol,Dealer,Manual,Second Owner
Fiat Punto 1.3 Emotion,2013,17500,160254,Diesel,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,30000,125531,Diesel,Dealer,Manual,Second Owner
Honda WR-V i-DTEC V,2019,45000,60000,Diesel,Individual,Manual,First Owner
Skoda Laura L n K 1.9 PD,2006,17500,100000,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2013,14000,90000,Diesel,Individual,Manual,Third Owner
Mahindra Xylo D2,2009,11250,120000,Diesel,Individual,Manual,Second Owner
Honda City i DTEC S,2014,26000,82000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S4,2016,25499.95,60000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2019,27800,24000,Petrol,Individual,Manual,First Owner
Tata Indigo Grand Dicor,2014,11250,120000,Diesel,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,2013,16250,65000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,2013,18250,65000,Diesel,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Plus,2015,42500,84000,Diesel,Dealer,Manual,First Owner
Toyota Etios GD SP,2013,17500,75000,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,2007,11250,50000,Diesel,Dealer,Manual,First Owner
Maruti Alto LX,2011,6750,50000,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007,7000,49000,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2016,33250,560000,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2015,13750,14365,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2017,137500,41000,Diesel,Individual,Automatic,First Owner
Hyundai Verna 1.6 SX,2013,24249.95,65000,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi Option SHVS,2015,28250,65000,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2013,21250,61083,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,46250,75000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,28250,72000,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2014,26250,65000,Diesel,Dealer,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,82500,55000,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,2015,14750,21000,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,2012,102500,66363,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,2018,73750,11700,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2017,55000,10000,Petrol,Individual,Automatic,First Owner
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,220000,100000,Diesel,Individual,Automatic,Second Owner
Maruti Swift ZXI BSIV,2016,33500,7104,Petrol,Trustmark Dealer,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2015,37500,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2015,38000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Volkswagen Polo GTI,2017,42500,20000,Petrol,Dealer,Automatic,Second Owner
Renault Pulse RxL,2015,19500,61585,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Celerio VXI AMT BSIV,2016,22500,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
Honda Brio V MT,2014,21250,29654,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,38500,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 SX Automatic Diesel,2015,57500,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Honda City i VTEC V,2015,38750,66521,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Innova Crysta 2.4 GX AT,2018,86250,23974,Diesel,Dealer,Automatic,Second Owner
BMW 3 Series 320d Luxury Line,2016,107500,43000,Diesel,Dealer,Automatic,First Owner
Renault Duster 85PS Diesel RxL,2013,22500,1000,Diesel,Dealer,Manual,Second Owner
Mercedes-Benz C-Class Progressive C 220d,2018,190000,10000,Diesel,Dealer,Automatic,First Owner
Audi A4 3.0 TDI Quattro,2013,79000,86000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,247500,30000,Diesel,Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2016,26750,52600,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,11250,110000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,27500,19890,Petrol,Dealer,Automatic,First Owner
